reference_number,reference,URL,status,description,candidate_replacement_url,cosine_similarity,jaccard_index,levenshtein_distance,euclidean_distance
1,"Burkhardt, Kai (2019-10-24). ""The Hydro Flask is a Gen Z trend we can get behind"". CNN. Archived from the original on 2020-10-07. Retrieved 2020-10-04.",https://www.cnn.com/2019/10/24/cnn-underscored/hydro-flask-review/index.html,403,Forbidden,https://kaiburkhardt.com/2019/11/17/hydro-flask-review-for-cnn-underscored/,0.30571546524519283,0.0380818053596615,11319,96.49352309870336
5,"""Helen of Troy Announces Agreement to Acquire Hydro Flask®"". businesswire.com. Business Wire. 2016-02-29. Archived from the original on 2021-10-26. Retrieved 2020-10-04.",https://www.businesswire.com/news/home/20160229005806/en/Helen-of-Troy-Announces-Agreement-to-Acquire-Hydro-Flask%C2%AE,403,Forbidden,https://www.businesswire.com/news/home/20160229005806/en/Helen-of-Troy-Announces-Agreement-to-Acquire-Hydro-Flask%C2%AE,0.999965658161337,0.9977653631284916,1,1.4142135623730951
5,"""Helen of Troy Announces Agreement to Acquire Hydro Flask®"". businesswire.com. Business Wire. 2016-02-29. Archived from the original on 2021-10-26. Retrieved 2020-10-04.",https://www.businesswire.com/news/home/20160229005806/en/Helen-of-Troy-Announces-Agreement-to-Acquire-Hydro-Flask%C2%AE,403,Forbidden,https://shop-eat-surf.com/2021/11/hydro-flask-parent-to-acquire-osprey-packs/,0.8602873290690507,0.15384615384615385,10489,88.06815542521599
5,"""Helen of Troy Announces Agreement to Acquire Hydro Flask®"". businesswire.com. Business Wire. 2016-02-29. Archived from the original on 2021-10-26. Retrieved 2020-10-04.",https://www.businesswire.com/news/home/20160229005806/en/Helen-of-Troy-Announces-Agreement-to-Acquire-Hydro-Flask%C2%AE,403,Forbidden,https://www.dallasnews.com/business/retail/2019/12/20/el-pasos-helen-of-troy-acquires-drybar-for-255-million/,0.7775240992150321,0.08800623052959501,10883,119.55333537798099
5,"""Helen of Troy Announces Agreement to Acquire Hydro Flask®"". businesswire.com. Business Wire. 2016-02-29. Archived from the original on 2021-10-26. Retrieved 2020-10-04.",https://www.businesswire.com/news/home/20160229005806/en/Helen-of-Troy-Announces-Agreement-to-Acquire-Hydro-Flask%C2%AE,403,Forbidden,https://www.industryintel.com/consumer-packaged-goods/news/helen-of-troy-limited-to-release-q1-fiscal-2025-results-on-july-9-2024-conference-call-at-9-00-a-m-eastern-time-with-webcast-and-replay-available-164040175008,0.7445988821161535,0.11631537861046058,10491,124.1370210694618
5,"""Helen of Troy Announces Agreement to Acquire Hydro Flask®"". businesswire.com. Business Wire. 2016-02-29. Archived from the original on 2021-10-26. Retrieved 2020-10-04.",https://www.businesswire.com/news/home/20160229005806/en/Helen-of-Troy-Announces-Agreement-to-Acquire-Hydro-Flask%C2%AE,403,Forbidden,https://www.stocktitan.net/news/HELE/helen-of-troy-limited-announces-earnings-release-date-conference-e8i9lbetv3mn.html,0.7043182429690443,0.11475409836065574,10510,122.3396910246221
5,"""Helen of Troy Announces Agreement to Acquire Hydro Flask®"". businesswire.com. Business Wire. 2016-02-29. Archived from the original on 2021-10-26. Retrieved 2020-10-04.",https://www.businesswire.com/news/home/20160229005806/en/Helen-of-Troy-Announces-Agreement-to-Acquire-Hydro-Flask%C2%AE,403,Forbidden,https://www.prnewswire.com/news-releases/hydro-flask-launches-category-first-water-bottle-trade-in-program-in-the-us-301766091.html,0.7564899973131185,0.08496332518337409,11890,112.12493032327824
6,"""Helen of Troy Completes Acquisition of Hydro Flask®"". businesswire.com. Business Wire. 2016-03-21. Archived from the original on 2020-10-09. Retrieved 2020-10-04.",https://www.businesswire.com/news/home/20160321005321/en/Helen-Troy-Completes-Acquisition-Hydro-Flask%C2%AE,403,Forbidden,https://www.businesswire.com/news/home/20160321005321/en/Helen-of-Troy-Completes-Acquisition-of-Hydro-Flask%C2%AE,0.9999442337720272,0.9971949509116409,1,1.4142135623730951
6,"""Helen of Troy Completes Acquisition of Hydro Flask®"". businesswire.com. Business Wire. 2016-03-21. Archived from the original on 2020-10-09. Retrieved 2020-10-04.",https://www.businesswire.com/news/home/20160321005321/en/Helen-Troy-Completes-Acquisition-Hydro-Flask%C2%AE,403,Forbidden,https://shop-eat-surf.com/2021/11/hydro-flask-parent-to-acquire-osprey-packs/,0.8413767140673963,0.13874538745387455,8604,75.1997340420829
8,"M, Katie (2019-12-15). ""10 Hydro Flask Products You Probably Didn't Know Existed"". foodnetwork.com. Discovery. Archived from the original on 2020-10-08. Retrieved 2020-10-04.",https://www.foodnetwork.com/fn-dish/shopping/2019/11/new-hydroflask-products,403,Forbidden,https://www.buzzfeed.com/abbykass/great-products,0.6225195193559108,0.06645660269263821,37109,577.5716405780325
